ImageName,   EnsembleNeuronTracerV2s,   EnsembleNeuronTracerV2n,   Advantra_updated,   MOST,   ENT_updated,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1300_998_51_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1306_1112_61_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1316_391_57_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1316_462_51_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1335_1800_60_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1337_1337_62_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1341_583_61_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1346_1245_52_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1357_1437_57_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1357_665_63_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\135_964_61_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1369_861_54_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1379_775_62_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1382_1053_56_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1386_1550_61_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1405_1763_58_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1416_936_61_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1417_1320_62_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1418_1128_63_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1427_346_57_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1443_579_61_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1444_438_61_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1453_1388_62_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1461_656_60_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1474_1040_61_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1484_848_53_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1512_272_63_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1513_464_64_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1514_386_62_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1519_1232_63_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1529_1329_61_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1531_1137_59_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1537_578_61_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1549_656_63_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1561_852_53_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1574_1044_60_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1575_770_55_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1578_1510_59_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1580_962_61_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1610_1154_61_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1619_373_63_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1630_1346_59_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1635_565_62_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1636_466_60_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1653_658_78_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1656_1266_56_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1676_827_61_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1683_1538_63_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\168_652_61_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1692_1458_60_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1704_426_63_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1712_1066_61_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1721_1346_63_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1726_1154_62_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1729_618_39_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1741_874_62_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1763_947_61_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1802_1139_55_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1814_1527_51_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1822_1335_60_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1827_544_61_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1874_867_63_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1884_1510_58_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\188_1107_58_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1904_1059_62_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1904_1126_84_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1913_1318_60_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1955_934_61_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1989_1122_65_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\1995_1479_61_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\2003_930_56_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\203_915_52_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\2040_1048_61_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\209_576_59_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\215_768_60_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\223_1503_57_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\266_1107_75_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\266_1845_61_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\268_660_61_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\284_1653_61_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\288_1440_58_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\315_1248_59_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\327_980_52_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\332_773_61_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\360_665_61_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\37_928_52_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\392_1031_57_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\407_759_60_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\415_1481_79_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\446_1223_58_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\457_1289_60_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\458_1097_63_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\460_686_60_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\461_1602_62_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\467_371_62_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\469_1794_48_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\476_1673_60_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\47_1517_60_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\480_1432_60_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\503_487_60_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\519_987_59_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\524_770_58_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\538_1134_57_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\546_295_64_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\552_679_57_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\554_1243_41_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\554_859_59_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\565_1326_59_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\567_1518_61_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\573_1819_58_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\584_1051_77_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\599_758_58_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\624_1997_61_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\627_1718_62_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\639_283_62_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\639_950_59_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\643_1910_57_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\643_195_59_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\646_1526_62_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\647_91_56_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\649_1243_59_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\650_1142_79_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\652_667_60_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\659_387_65_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\661_1819_59_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\661_579_59_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\668_1627_60_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\672_1051_61_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\672_1435_63_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\687_859_59_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\694_1709_64_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\695_475_63_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\697_1334_60_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\711_985_72_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\716_771_70_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\722_156_63_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\730_1135_76_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\730_259_57_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\744_687_60_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\746_1234_55_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\756_607_47_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\759_1724_59_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\760_348_60_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\765_1830_58_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\772_415_57_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\776_1050_73_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\779_858_82_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\784_540_59_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\791_1532_61_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\801_223_56_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\823_1619_57_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\835_1811_47_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\835_732_76_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\841_1235_64_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\842_1116_86_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\844_1043_68_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\847_1427_61_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\848_1308_88_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\849_156_60_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\850_348_57_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\853_540_61_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\870_1500_83_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\873_851_60_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\880_659_62_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\886_1692_85_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\894_467_58_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\903_973_60_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\908_781_59_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\921_83_63_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\922_1117_58_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\922_275_58_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\924_1588_53_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\924_1884_86_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\939_1309_61_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091201c1.tif.v3dpbd\gold\948_589_57_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\951_1684_60_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\951_1780_60_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\952_349_50_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\954_157_60_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\967_2030_106_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\968_1044_46_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\96_1435_56_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\979_660_46_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\980_468_59_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091201c1.tif.v3dpbd\gold\985_852_62_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1008_819_64_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1014_110_38_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1025_1642_54_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1027_893_51_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1032_1085_55_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1039_690_53_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1042_1834_50_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1064_1277_58_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1079_1469_51_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1097_1051_62_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1105_222_41_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1146_646_65_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1147_47_51_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1150_387_42_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1151_854_50_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1159_1214_62_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1159_454_52_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1159_838_101_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1173_1109_55_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1189_963_58_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1191_771_53_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1199_1994_49_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1200_579_47_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1219_884_51_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1231_692_48_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1234_1813_58_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1289_1031_96_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1292_569_43_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1293_1244_50_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1297_185_48_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1342_377_46_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1343_837_92_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1362_1029_96_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1362_1303_51_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1365_1111_50_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1367_1221_56_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1368_733_54_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1376_541_61_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1379_1413_49_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1384_645_63_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1386_1495_56_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1399_1605_76_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1411_837_49_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1414_925_43_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1421_1687_56_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1426_1797_61_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1430_1879_51_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1481_1016_60_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1484_617_47_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1485_1241_52_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1539_832_51_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1543_1477_54_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1543_1861_50_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1554_1024_59_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1554_1216_57_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1554_1285_53_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1563_517_49_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1571_1669_51_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091202c2.tif.v3dpbd\gold\1574_451_49_gold.tiff, 0, 1, 0, 0, 0,  , 
